
-----------------------------------------------------------------------------
Status                        Initial             Final
CYC6H10-O-12                  0.000000e+00        2.587135e-10
CYC6H10-O-13                  0.000000e+00        6.300714e-12
CYC6H10-O-14                  0.000000e+00        1.125161e-11
CYC6H10-ONE                   0.000000e+00        4.772355e-14
C5H9CHO                       0.000000e+00        4.142892e-11
CYC6-OOQOOH-2                 0.000000e+00        1.296108e-25
CYC6-OOQOOH-3                 0.000000e+00        3.849669e-27
CYC6-OOQOOH-4                 0.000000e+00        1.427083e-28
CYC6-OQOOH-2                  0.000000e+00        9.101928e-27
CYC6-OQOOH-3                  0.000000e+00        2.597772e-27
CYC6-OQOOH-4                  0.000000e+00        1.085548e-29
C7DIONE                       0.000000e+00        5.919786e-31
NC7H14O                       0.000000e+00        2.508390e-16
NC7H15-OO                     0.000000e+00        0.000000e+00
NC7-QOOH                      0.000000e+00        0.000000e+00
NC7-OOQOOH                    0.000000e+00        0.000000e+00
C7KETONE                      0.000000e+00        3.474545e-22
NC7-OQOOH                     0.000000e+00        7.846179e-43
NC7H15OOH                     0.000000e+00        0.000000e+00
IC8H16O                       0.000000e+00        3.446423e-20
IC8H17-OO                     0.000000e+00        0.000000e+00
IC8-QOOH                      0.000000e+00        0.000000e+00
IC8T-QOOH                     0.000000e+00        0.000000e+00
IC8-OOQOOH                    0.000000e+00        0.000000e+00
IC8-OQOOH                     0.000000e+00        0.000000e+00
KHDECA                        0.000000e+00        0.000000e+00
NC10-OQOOH                    0.000000e+00        1.279194e-59
NC12-OQOOH                    0.000000e+00        1.540152e-59
NC16-OQOOH                    0.000000e+00        7.410122e-59
IC16-OQOOH                    0.000000e+00        0.000000e+00
IC12-OQOOH                    0.000000e+00        0.000000e+00
RMCYC6-OO                     0.000000e+00        0.000000e+00
MCYC6-QOOH                    0.000000e+00        0.000000e+00
MCYC6T-QOOH                   0.000000e+00        0.000000e+00
MCYC6T-OOQOOH                 0.000000e+00        0.000000e+00
MCYC6-OOQOOH                  0.000000e+00        0.000000e+00
KMCYC6                        0.000000e+00        0.000000e+00
QDECOOH                       0.000000e+00        0.000000e+00
RDECOO                        0.000000e+00        0.000000e+00
ZDECA                         0.000000e+00        0.000000e+00
DECA_ET                       0.000000e+00        0.000000e+00
NC10H21-OO                    0.000000e+00        5.908917e-54
NC10-QOOH                     0.000000e+00        2.507617e-54
NC10-OOQOOH                   0.000000e+00        1.414628e-58
RODECOO                       0.000000e+00        0.000000e+00
NC12-QOOH                     0.000000e+00        2.592875e-54
NC12H25-OO                    0.000000e+00        5.365876e-54
NC12-OOQOOH                   0.000000e+00        1.649120e-58
QODECOOH                      0.000000e+00        0.000000e+00
IC12-QOOH                     0.000000e+00        0.000000e+00
IC12H25-OO                    0.000000e+00        0.000000e+00
IC12-OOQOOH                   0.000000e+00        0.000000e+00
NC16H33-OO                    0.000000e+00        1.980914e-53
IC16H33-OO                    0.000000e+00        0.000000e+00
IC16-QOOH                     0.000000e+00        0.000000e+00
IC16T-QOOH                    0.000000e+00        0.000000e+00
NC16-QOOH                     0.000000e+00        9.415891e-54
NC16-OOQOOH                   0.000000e+00        5.639210e-58
IC16-OOQOOH                   0.000000e+00        0.000000e+00
IC16T-OOQOOH                  0.000000e+00        0.000000e+00
RC6H5C4H8OO                   0.000000e+00        2.388750e-34
QC6H5C4H8                     0.000000e+00        8.038583e-35
QC6H5C4H8OO                   0.000000e+00        6.322129e-39
KETBBZ                        0.000000e+00        1.726850e-39
CH2OHCH2OH                    0.000000e+00        4.734997e-16
GLYCEROL                      0.000000e+00        4.531038e-30
C3H4O3                        0.000000e+00        0.000000e+00
FURFURAL                      0.000000e+00        1.752072e-40
FURAN                         0.000000e+00        1.561018e-20
CH2CCHCHO                     0.000000e+00        4.843275e-23
C4H3O                         0.000000e+00        1.234818e-28
MEFU2                         0.000000e+00        7.624054e-30
DMF-3YL                       0.000000e+00        9.055872e-35
C6H10O5                       0.000000e+00        0.000000e+00
C6H8O4                        0.000000e+00        0.000000e+00
C6H6O3                        0.000000e+00        1.610135e-49
C5H8O4                        0.000000e+00        5.538256e-40
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
AR                            0.000000e+00        6.513293e-21
N2                            9.743385e-01        9.732054e-01
HE                            0.000000e+00        5.442237e-21
H2                            0.000000e+00        4.704420e-06
H                             0.000000e+00        1.532136e-06
O2                            2.345447e-02        9.108797e-03
O                             0.000000e+00        1.185149e-05
H2O                           0.000000e+00        6.603996e-03
OH                            0.000000e+00        4.118582e-05
H2O2                          0.000000e+00        1.441173e-08
HO2                           0.000000e+00        2.945316e-07
CO                            0.000000e+00        6.517831e-05
CO2                           0.000000e+00        1.095693e-02
HOCO                          0.000000e+00        3.589687e-12
CH4                           0.000000e+00        6.637974e-12
CH3                           0.000000e+00        2.451065e-11
CH2                           0.000000e+00        4.434983e-13
CH2(S)                        0.000000e+00        7.435809e-15
C                             0.000000e+00        2.624919e-18
CH                            0.000000e+00        4.943297e-16
CH3O2H                        0.000000e+00        7.365000e-20
CH3O2                         0.000000e+00        3.474309e-15
CH3OH                         0.000000e+00        1.066887e-11
CH3O                          0.000000e+00        1.109595e-15
CH2OH                         0.000000e+00        3.452526e-14
CH2O                          0.000000e+00        7.129096e-11
HCO                           0.000000e+00        7.536392e-13
HO2CHO                        0.000000e+00        2.632324e-18
HOCHO                         0.000000e+00        6.598511e-13
OCHO                          0.000000e+00        1.176049e-14
C2H6                          0.000000e+00        1.679195e-14
C2H5                          0.000000e+00        5.735861e-15
C2H5O2H                       0.000000e+00        1.581561e-23
C2H5O2                        0.000000e+00        2.360870e-18
C2H4                          0.000000e+00        4.332723e-11
C2H3                          0.000000e+00        5.531311e-13
C2H2                          0.000000e+00        7.797894e-10
C2H                           0.000000e+00        2.097501e-15
C2H5OH                        0.000000e+00        8.169358e-15
C2H5O                         0.000000e+00        6.603648e-22
PC2H4OH                       0.000000e+00        1.936747e-16
SC2H4OH                       0.000000e+00        3.475996e-19
C2H4O2H                       0.000000e+00        1.878358e-22
C2H4O1-2                      0.000000e+00        8.075976e-16
C2H3O1-2                      0.000000e+00        2.026174e-21
CH3CHO                        0.000000e+00        3.497206e-12
CH3CO                         0.000000e+00        7.876731e-16
CH2CHO                        0.000000e+00        1.063248e-13
CH2CO                         0.000000e+00        2.502154e-11
HCCO                          0.000000e+00        7.031662e-12
CH3CO3                        0.000000e+00        3.450043e-18
CH3CO3H                       0.000000e+00        2.579496e-26
CH2OHCHO                      0.000000e+00        1.245039e-20
CHOCHO                        0.000000e+00        5.197395e-14
O2C2H4O2H                     0.000000e+00        6.806406e-25
HO2CH2CHO                     0.000000e+00        3.632798e-25
CH3OCHO                       0.000000e+00        6.388192e-22
CH3OCO                        0.000000e+00        2.615469e-22
C3H8                          0.000000e+00        0.000000e+00
IC3H7                         0.000000e+00        0.000000e+00
NC3H7                         0.000000e+00        0.000000e+00
C3H6                          0.000000e+00        4.874844e-15
C3H5-A                        0.000000e+00        5.745804e-12
C3H5-S                        0.000000e+00        1.118268e-18
C3H5-T                        0.000000e+00        0.000000e+00
C3H5O                         0.000000e+00        7.177487e-20
C3H6O                         0.000000e+00        3.770711e-15
CH3CHCHO                      0.000000e+00        2.670032e-21
AC4H7OOH                      0.000000e+00        0.000000e+00
CH3CHCO                       0.000000e+00        1.130063e-16
AC3H5OOH                      0.000000e+00        1.140341e-20
C3H6OH1-2                     0.000000e+00        3.334668e-21
C3H6OH2-1                     0.000000e+00        8.546588e-22
HOC3H6O2                      0.000000e+00        4.670875e-26
SC3H5OH                       0.000000e+00        1.866257e-13
C3H5OH                        0.000000e+00        4.290610e-12
CH2CCH2OH                     0.000000e+00        2.586336e-18
C3H4-P                        0.000000e+00        2.769659e-12
C3H4-A                        0.000000e+00        7.291651e-12
C3H3                          0.000000e+00        3.226752e-12
C3H2                          0.000000e+00        4.086418e-14
C2H5CHO                       0.000000e+00        1.374999e-12
CH2CH2CHO                     0.000000e+00        2.399770e-21
RALD3                         0.000000e+00        1.050317e-16
C2H3CHO                       0.000000e+00        9.025690e-12
CH3COCH3                      0.000000e+00        1.480133e-13
CH3COCH2                      0.000000e+00        1.341400e-18
NC4H10                        0.000000e+00        0.000000e+00
PC4H9                         0.000000e+00        0.000000e+00
SC4H9                         0.000000e+00        2.587485e-23
IC4H10                        0.000000e+00        0.000000e+00
IC4H9                         0.000000e+00        0.000000e+00
TC4H9                         0.000000e+00        0.000000e+00
IC4H8                         0.000000e+00        0.000000e+00
IC4H7                         0.000000e+00        9.739187e-21
IC4H7O                        0.000000e+00        8.760291e-28
C4H8-1                        0.000000e+00        0.000000e+00
C4H8-2                        0.000000e+00        3.079830e-18
C4H71-3                       0.000000e+00        2.270983e-17
C4H71-4                       0.000000e+00        9.995418e-20
C4H71-O                       0.000000e+00        8.744840e-28
C4H6                          0.000000e+00        4.283765e-14
C4H5                          0.000000e+00        2.738451e-13
C4H4                          0.000000e+00        5.897848e-12
C4H3                          0.000000e+00        1.378827e-14
C4H2                          0.000000e+00        9.712985e-12
C6H6                          0.000000e+00        1.559203e-13
FULVENE                       0.000000e+00        1.890070e-14
C6H5                          0.000000e+00        1.115681e-14
C5H6                          2.190000e-03        2.199308e-14
C5H5                          0.000000e+00        1.494471e-13
C5H5CH3                       0.000000e+00        7.574207e-17
C10H8                         0.000000e+00        3.744744e-13
C5H5OH                        0.000000e+00        2.792876e-14
C5H5O                         0.000000e+00        1.643965e-15
C5H4OH                        0.000000e+00        4.908434e-14
C5H4O                         0.000000e+00        1.476043e-10
DMF                           0.000000e+00        4.733793e-29
NC5H12                        0.000000e+00        6.064755e-30
NC5H11                        0.000000e+00        0.000000e+00
NEOC5H12                      0.000000e+00        0.000000e+00
NEOC5H11                      0.000000e+00        3.660484e-34
NC5H10                        0.000000e+00        0.000000e+00
NC5H9-3                       0.000000e+00        0.000000e+00
B1M2                          0.000000e+00        0.000000e+00
B1M3                          0.000000e+00        1.833408e-23
B2M2                          0.000000e+00        2.494214e-27
CYC5H8                        1.706010e-05        3.615054e-19
LC5H8                         0.000000e+00        1.077924e-18
CYC5H7                        0.000000e+00        0.000000e+00
LC5H7                         0.000000e+00        2.445419e-18
DIALLYL                       0.000000e+00        0.000000e+00
RC6H9A                        0.000000e+00        1.299138e-41
CYC6H8                        0.000000e+00        1.512352e-18
CYC6H10                       0.000000e+00        4.512014e-17
RCYC6H9                       0.000000e+00        1.162936e-41
CYC6H12                       0.000000e+00        1.229826e-25
CYC6H11                       0.000000e+00        9.768312e-23
NC6H12                        0.000000e+00        0.000000e+00
NC7H16                        0.000000e+00        0.000000e+00
NC7H15                        0.000000e+00        0.000000e+00
NC7H14                        0.000000e+00        0.000000e+00
NC7H13                        0.000000e+00        0.000000e+00
IC8H18                        0.000000e+00        0.000000e+00
IC8H17                        0.000000e+00        0.000000e+00
IC8H16                        0.000000e+00        0.000000e+00
DIMEPTD                       0.000000e+00        2.934103e-34
C7H8                          0.000000e+00        1.494605e-13
C6H5OH                        0.000000e+00        1.323446e-13
C6H5CHO                       0.000000e+00        1.018677e-13
C6H5CO                        0.000000e+00        2.958285e-21
C7H7                          0.000000e+00        2.482046e-13
CH3C6H4                       0.000000e+00        2.411006e-16
C6H5O                         0.000000e+00        1.303705e-14
CYC6H4                        0.000000e+00        1.012117e-12
OC6H4OH                       0.000000e+00        1.755923e-13
C6H4O2                        0.000000e+00        3.280836e-09
C7H7O2                        0.000000e+00        1.385864e-18
O2C6H4CH3                     0.000000e+00        3.550694e-20
OC6H4CH2                      0.000000e+00        4.146112e-15
C6H5CH2O                      0.000000e+00        3.056629e-21
BZCOOH                        0.000000e+00        3.352166e-21
C6H5O2                        0.000000e+00        1.639967e-18
RBBENZ                        0.000000e+00        2.768048e-26
STILB                         0.000000e+00        2.671567e-22
HOC6H4CH2                     0.000000e+00        1.645229e-16
OC6H4CH3                      0.000000e+00        6.081914e-16
CRESOL                        0.000000e+00        4.837280e-15
OOC6H4OH                      0.000000e+00        4.373330e-19
C6H4OH                        0.000000e+00        3.568301e-15
CYC5H10                       0.000000e+00        2.788299e-26
RCYC5H9                       0.000000e+00        1.059611e-25
RCYC5H9O2                     0.000000e+00        5.140139e-30
C5H2                          0.000000e+00        3.233121e-11
C5H3                          0.000000e+00        2.854391e-12
CYC5H4                        0.000000e+00        2.269237e-14
C6H2                          0.000000e+00        3.030660e-14
C6H3                          0.000000e+00        9.651131e-16
LC6H4                         0.000000e+00        1.212370e-13
LC6H5                         0.000000e+00        1.649137e-20
LC6H6                         0.000000e+00        4.151731e-18
C7H6                          0.000000e+00        8.892252e-15
C7H5                          0.000000e+00        3.364117e-15
C6H5CH2OH                     0.000000e+00        2.073652e-12
C6H5C2H                       0.000000e+00        1.150035e-12
C6H5C2H3                      0.000000e+00        1.556412e-13
C6H5C2H5                      0.000000e+00        5.288257e-19
C6H5C2H2                      0.000000e+00        1.492258e-16
C6H5CHCH3                     0.000000e+00        3.015476e-17
C6H5C2H4                      0.000000e+00        2.425677e-19
C6H4C2H3                      0.000000e+00        7.308962e-17
C6H4C2H                       0.000000e+00        2.645652e-14
C8H2                          0.000000e+00        2.465560e-15
XYLENE                        0.000000e+00        2.891837e-15
RXYLENE                       0.000000e+00        7.988495e-17
INDENE                        0.000000e+00        1.190459e-14
INDENYL                       0.000000e+00        3.477440e-13
C10H7                         0.000000e+00        7.043277e-15
C10H7OH                       0.000000e+00        7.450837e-13
C10H7O                        0.000000e+00        4.226801e-14
C10H6CH3                      0.000000e+00        2.871813e-15
C10H7CH2                      0.000000e+00        2.446354e-12
C10H7CHO                      0.000000e+00        5.912259e-12
C10H7CH3                      0.000000e+00        3.801088e-12
CH3C10H6OH                    0.000000e+00        9.559253e-14
CH3C10H6O                     0.000000e+00        2.873161e-14
C12H8                         0.000000e+00        2.361962e-17
C12H7                         0.000000e+00        7.919323e-19
BIPHENYL                      0.000000e+00        1.848933e-13
C12H9                         0.000000e+00        3.610520e-19
FLUORENE                      0.000000e+00        5.244456e-14
C6H5CH2C6H5                   0.000000e+00        9.947698e-24
C14H10                        0.000000e+00        2.222855e-17
C14H9                         0.000000e+00        1.011008e-18
C16H10                        0.000000e+00        1.763550e-19
C16H9                         0.000000e+00        1.113286e-19
C6H5C2H4C6H5                  0.000000e+00        1.245865e-23
C18H10                        0.000000e+00        1.407202e-21
C18H9                         0.000000e+00        1.024903e-19
BIN1B                         0.000000e+00        8.525471e-19
BIN1A                         0.000000e+00        5.820587e-21
C18H14                        0.000000e+00        1.371370e-25
FC10H10                       0.000000e+00        3.862827e-26
FC10H10O                      0.000000e+00        5.113658e-26
C9H9                          0.000000e+00        1.925261e-17
C10H7CH2OOH                   0.000000e+00        3.252070e-20
C10H7CH2O                     0.000000e+00        8.054439e-20
C10H7CH2O2                    0.000000e+00        1.354457e-17
C10H6OH                       0.000000e+00        4.754059e-14
C10H7C2H5                     0.000000e+00        2.172274e-13
C10H7C2H4                     0.000000e+00        1.185607e-17
C10H7CHCH3                    0.000000e+00        3.595474e-09
C10H6O2                       0.000000e+00        6.925899e-14
OC10H6CH2                     0.000000e+00        4.533996e-14
HOC10H6CH2                    0.000000e+00        1.029294e-14
O2C10H6CH3                    0.000000e+00        4.021853e-19
C10H7O2                       0.000000e+00        1.119679e-18
C9H7O                         0.000000e+00        6.473595e-14
C9H7OH                        0.000000e+00        2.063995e-17
C9H6O                         0.000000e+00        3.060243e-13
C9H6OH                        0.000000e+00        1.313838e-15
CATECHOL                      0.000000e+00        9.432211e-14
GUAIACOL                      0.000000e+00        0.000000e+00
SALICALD                      0.000000e+00        1.787841e-13
VANILLIN                      0.000000e+00        5.221362e-29
C8H6O3                        0.000000e+00        0.000000e+00
C6H5OCH3                      0.000000e+00        1.578573e-21
C7H6O3                        0.000000e+00        7.040077e-15
RC7H5O3                       0.000000e+00        1.617063e-28
C24H28O4                      0.000000e+00        0.000000e+00
RSALICPH                      0.000000e+00        0.000000e+00
RGUAIPH                       0.000000e+00        0.000000e+00
C6H4OCH3                      0.000000e+00        0.000000e+00
RCATEPH                       0.000000e+00        8.941545e-19
CYC5H4CO                      0.000000e+00        8.171153e-15
RMCYC6                        0.000000e+00        0.000000e+00
MCYC6                         0.000000e+00        0.000000e+00
TMBENZ                        0.000000e+00        1.050839e-24
NPBENZ                        0.000000e+00        8.074333e-24
RC9H11                        0.000000e+00        7.460320e-26
DIBZFUR                       0.000000e+00        1.444571e-17
BZFUR                         0.000000e+00        1.269026e-13
ODECAL                        0.000000e+00        0.000000e+00
DECALIN                       0.000000e+00        0.000000e+00
TETRALIN                      0.000000e+00        7.379341e-25
DCYC5                         0.000000e+00        0.000000e+00
RTETRALIN                     0.000000e+00        2.083587e-20
RTETRAOO                      0.000000e+00        2.352704e-23
RDECALIN                      0.000000e+00        0.000000e+00
RODECA                        0.000000e+00        0.000000e+00
NC10H22                       0.000000e+00        0.000000e+00
NC10H21                       0.000000e+00        4.551946e-51
C10H10                        0.000000e+00        3.421728e-16
NC12H25                       0.000000e+00        4.077165e-51
IC16H33                       0.000000e+00        0.000000e+00
NC16H33                       0.000000e+00        1.176223e-50
NC10H19                       0.000000e+00        3.939716e-51
NC12H26                       0.000000e+00        0.000000e+00
IC16H34                       0.000000e+00        0.000000e+00
NC16H34                       0.000000e+00        1.026263e-44
NC10H20                       0.000000e+00        3.749211e-45
IC12H26                       0.000000e+00        0.000000e+00
IC12H25                       0.000000e+00        0.000000e+00
C10H16                        0.000000e+00        0.000000e+00
C10H15                        0.000000e+00        1.702323e-41
C6H5C4H9                      0.000000e+00        4.335633e-29
RC6H5C4H8                     0.000000e+00        1.473738e-30
C6H5C4H7-3                    0.000000e+00        0.000000e+00
NC3H7OH                       0.000000e+00        1.909358e-20
CH3CHCH2OH                    0.000000e+00        2.963309e-18
CH3CH2CHOH                    0.000000e+00        5.791850e-19
CH2CH2CH2OH                   0.000000e+00        1.863231e-18
CH3CH2CH2O                    0.000000e+00        8.413237e-22
IC3H7OH                       0.000000e+00        0.000000e+00
CH2CHOHCH3                    0.000000e+00        2.654415e-22
CH3COHCH3                     0.000000e+00        4.725194e-21
C3H7CHO                       0.000000e+00        1.672839e-20
RALD4X                        0.000000e+00        4.229376e-26
C3H5CHO                       0.000000e+00        2.467387e-25
IC3H5CHO                      0.000000e+00        2.105034e-13
NC4H7OH                       0.000000e+00        9.976948e-20
IC4H7OH                       0.000000e+00        4.086111e-21
IC3H7CHO                      0.000000e+00        3.415039e-22
RIBALDB                       0.000000e+00        2.323315e-20
RIBALDG                       0.000000e+00        8.488019e-24
N1C4H9OH                      0.000000e+00        1.246842e-26
CH3CH2CHCH2OH                 0.000000e+00        0.000000e+00
CH2CH2CH2CH2OH                0.000000e+00        0.000000e+00
CH3CH2CH2CH2O                 0.000000e+00        0.000000e+00
CH3CH2CH2CHOH                 0.000000e+00        0.000000e+00
CH3CHCH2CH2OH                 0.000000e+00        0.000000e+00
N2C4H9OH                      0.000000e+00        3.696283e-25
CH2CH2CHOHCH3                 0.000000e+00        0.000000e+00
CH3CH2CHOHCH2                 0.000000e+00        0.000000e+00
CH3CHCHOHCH3                  0.000000e+00        8.264907e-24
CH3CH2COHCH3                  0.000000e+00        4.674301e-28
TC4H9OH                       0.000000e+00        0.000000e+00
RTC4H8OH                      0.000000e+00        0.000000e+00
IC4H9OH                       0.000000e+00        1.026210e-24
CH3CHCH3CHOH                  0.000000e+00        3.747782e-27
CH3CCH2OHCH3                  0.000000e+00        1.102443e-25
CH2CHCH2OHCH3                 0.000000e+00        1.803175e-26
MEK                           0.000000e+00        5.511592e-21
C5H9OH                        0.000000e+00        0.000000e+00
C4H9CHO                       0.000000e+00        2.012072e-27
IC5H9OH                       0.000000e+00        0.000000e+00
IC4H9CHO                      0.000000e+00        0.000000e+00
RALD5X                        0.000000e+00        0.000000e+00
ALDC6                         0.000000e+00        1.195820e-31
RALD6X                        0.000000e+00        1.451845e-36
C5H11OH                       0.000000e+00        0.000000e+00
RPENT1OHA                     0.000000e+00        0.000000e+00
RPENT1OHB                     0.000000e+00        0.000000e+00
IC5H11OH                      0.000000e+00        0.000000e+00
RIPENTOHA                     0.000000e+00        0.000000e+00
RIPENTOHB                     0.000000e+00        0.000000e+00
C6H13OH                       0.000000e+00        4.053169e-33
RHEX1OHA                      0.000000e+00        4.566285e-35
RHEX1OHB                      0.000000e+00        7.352418e-34
NC3H7O2                       0.000000e+00        2.533999e-25
IC3H7O2                       0.000000e+00        0.000000e+00
C3H7OOH                       0.000000e+00        0.000000e+00
C3-OQOOH                      0.000000e+00        3.950537e-23
CHOCH2CHO                     0.000000e+00        2.780730e-20
CH2OHCH2CHO                   0.000000e+00        4.980904e-21
CH3CO2H                       0.000000e+00        6.618061e-17
HCO3                          0.000000e+00        6.725435e-16
HCO3H                         0.000000e+00        3.343595e-24
CH2OHCOCH3                    0.000000e+00        4.270798e-26
NC3-QOOH                      0.000000e+00        1.430922e-22
IC3-QOOH                      0.000000e+00        0.000000e+00
NC3-OOQOOH                    0.000000e+00        1.631327e-26
IC3-OOQOOH                    0.000000e+00        0.000000e+00
CH2COOH                       0.000000e+00        2.298500e-15
IC4-OQOOH                     0.000000e+00        0.000000e+00
NC4-OQOOH                     0.000000e+00        0.000000e+00
C4H9OOH                       0.000000e+00        1.027953e-34
C5EN-OQOOH-35                 0.000000e+00        0.000000e+00
NC5H10-O                      0.000000e+00        1.901245e-09
NC5-OQOOH                     0.000000e+00        0.000000e+00
NC5H11OOH                     0.000000e+00        0.000000e+00
NC4-QOOH                      0.000000e+00        4.049228e-29
NC4H9-OO                      0.000000e+00        3.599894e-27
IC4H9T-OO                     0.000000e+00        0.000000e+00
IC4T-QOOH                     0.000000e+00        0.000000e+00
IC4P-QOOH                     0.000000e+00        0.000000e+00
IC4H9P-OO                     0.000000e+00        0.000000e+00
NC4-OOQOOH                    0.000000e+00        2.367168e-33
IC4T-OOQOOH                   0.000000e+00        0.000000e+00
IC4P-OOQOOH                   0.000000e+00        0.000000e+00
C5EN-QOOH                     0.000000e+00        0.000000e+00
C5EN-OO                       0.000000e+00        0.000000e+00
C5EN-OOQOOH-35                0.000000e+00        0.000000e+00
NC5H12OO                      0.000000e+00        0.000000e+00
NC5-QOOH                      0.000000e+00        0.000000e+00
NC5-OOQOOH                    0.000000e+00        0.000000e+00
C4H6O2                        0.000000e+00        4.647604e-28
C4H8O                         0.000000e+00        4.673755e-08
C5H8O                         0.000000e+00        2.551158e-11
RNC3OHOOX                     0.000000e+00        6.928799e-22
QNC3OHOOX                     0.000000e+00        6.829701e-24
ZNC3OHOOX                     0.000000e+00        1.910826e-27
KEHYNC3OH                     0.000000e+00        7.343056e-29
C3OHCYETH                     0.000000e+00        2.605567e-10
RBU1OOX                       0.000000e+00        0.000000e+00
QBU1OOX                       0.000000e+00        0.000000e+00
ZBU1OOX                       0.000000e+00        0.000000e+00
KEHYBU1                       0.000000e+00        0.000000e+00
C4OHCYETH                     0.000000e+00        1.630400e-11
RPENT1OOX                     0.000000e+00        0.000000e+00
QPENT1OOX                     0.000000e+00        0.000000e+00
ZPENT1OOX                     0.000000e+00        0.000000e+00
KEHYP1OH                      0.000000e+00        0.000000e+00
C5OHCYETH                     0.000000e+00        1.241703e-13
RC6OHOOX                      0.000000e+00        1.358641e-37
QC6OHOOX                      0.000000e+00        2.471460e-39
ZC6OHOOX                      0.000000e+00        8.785412e-43
KEHYC6OH                      0.000000e+00        9.233160e-44
C6OHCYETH                     0.000000e+00        1.268108e-16
RALD3OO                       0.000000e+00        3.189577e-19
QALD3OO                       0.000000e+00        4.885371e-22
ZALD3OO                       0.000000e+00        6.830666e-25
ETC3H4O2                      0.000000e+00        5.860433e-09
KEA3B3L                       0.000000e+00        5.864711e-26
RALD4OOX                      0.000000e+00        5.040012e-29
QA4X                          0.000000e+00        4.011451e-31
ZA4X                          0.000000e+00        4.788135e-34
KEA4X                         0.000000e+00        7.642032e-35
ETALD4X                       0.000000e+00        9.366000e-13
CH3COCHO                      0.000000e+00        4.145699e-12
RALD5XOO                      0.000000e+00        0.000000e+00
QA5X                          0.000000e+00        0.000000e+00
ZA5X                          0.000000e+00        0.000000e+00
KEA5X                         0.000000e+00        0.000000e+00
RALD6XOO                      0.000000e+00        9.753626e-40
QA6X                          0.000000e+00        2.191534e-41
ZA6X                          0.000000e+00        2.617335e-44
KEA6X                         0.000000e+00        4.178534e-45
ETALD6X                       0.000000e+00        9.006842e-33
RIBALDGOO                     0.000000e+00        2.931116e-21
RIBALDBOO                     0.000000e+00        1.204199e-20
QIBALDG2                      0.000000e+00        5.295405e-20
QIBALDG3                      0.000000e+00        4.708223e-23
QIBALDB3                      0.000000e+00        2.893978e-20
ETIBALDGB                     0.000000e+00        2.074703e-08
ETIBALDGG                     0.000000e+00        2.812656e-11
ZIBALDG2                      0.000000e+00        9.989461e-23
ZIBALDG3                      0.000000e+00        6.559119e-26
ZIBALDB3                      0.000000e+00        5.491919e-23
KIA4G2                        0.000000e+00        2.008214e-23
C3H7COOH                      0.000000e+00        0.000000e+00
RBUTANOICA                    0.000000e+00        0.000000e+00
RBUTANOICB                    0.000000e+00        0.000000e+00
RBUTANOICC                    0.000000e+00        2.267268e-29
C4H9COOH                      0.000000e+00        8.379019e-29
RPENTANOICA                   0.000000e+00        0.000000e+00
RPENTANOICB                   0.000000e+00        0.000000e+00
RPENTANOICC                   0.000000e+00        0.000000e+00
RPENTANOICD                   0.000000e+00        0.000000e+00
C2H5CHCO                      0.000000e+00        2.415090e-31
C4H7COOH-1                    0.000000e+00        0.000000e+00
C3H5COOH-1                    0.000000e+00        3.272573e-22
C2H3COOH                      0.000000e+00        1.605305e-19
C3H7CHCO                      0.000000e+00        0.000000e+00
CH2CH2COOH                    0.000000e+00        3.247990e-25
RO2BUTANOIC                   0.000000e+00        0.000000e+00
QBUTANOIC                     0.000000e+00        0.000000e+00
ZBUTANOIC                     0.000000e+00        0.000000e+00
KBUTANOIC                     0.000000e+00        0.000000e+00
RO2PENTANOIC                  0.000000e+00        0.000000e+00
QPENTANOIC                    0.000000e+00        0.000000e+00
ZPENTANOIC                    0.000000e+00        0.000000e+00
KPENTANOIC                    0.000000e+00        0.000000e+00
ETMB583                       0.000000e+00        4.257202e-16
KEHYMB                        0.000000e+00        1.915844e-48
C7H15COCHO                    0.000000e+00        0.000000e+00
ALD9                          0.000000e+00        0.000000e+00
MEALD9                        0.000000e+00        0.000000e+00
ETEROMD                       0.000000e+00        0.000000e+00
MDKETO                        0.000000e+00        0.000000e+00
MEALDU12                      0.000000e+00        0.000000e+00
ETEROMPA                      0.000000e+00        0.000000e+00
KHMLIN1                       0.000000e+00        0.000000e+00
MLIN1OOH                      0.000000e+00        0.000000e+00
MLINOOH                       0.000000e+00        0.000000e+00
MSTEAKETO                     0.000000e+00        0.000000e+00
RMBOOX                        0.000000e+00        6.704875e-43
QMBOOX                        0.000000e+00        1.901911e-43
ZMBOOX                        0.000000e+00        1.057624e-47
QMDOOH                        0.000000e+00        0.000000e+00
RMDOOX                        0.000000e+00        0.000000e+00
ZMDOOH                        0.000000e+00        0.000000e+00
QMPAOOH                       0.000000e+00        0.000000e+00
RMPAOOX                       0.000000e+00        0.000000e+00
ZMPAOOH                       0.000000e+00        0.000000e+00
HEXENAL                       0.000000e+00        0.000000e+00
QMLIN1OOX                     0.000000e+00        0.000000e+00
RMLIN1OOX                     0.000000e+00        0.000000e+00
ZMLIN1OOX                     0.000000e+00        0.000000e+00
RMLIN1OH                      0.000000e+00        0.000000e+00
QMLINOOX                      0.000000e+00        0.000000e+00
RMLINOOX                      0.000000e+00        0.000000e+00
RMLIN1OHOO                    0.000000e+00        0.000000e+00
ZMLINOOX                      0.000000e+00        0.000000e+00
